Address,Area,Rooms,Bathrooms,Garage Cars,Price
"Avenida Poeta Vinícius de Morais, 55 - Atalaia, Aracaju - SE",132,4,3,"
                  2
                ","
                            R$ 490.000
                    "
"Rua Hamilton Lopes Galvão, 238 - Farolândia, Aracaju - SE",200,3,3,"
                  2
                ","
                            R$ 465.000
                    "
"Rua Um, 100 - Coroa do Meio, Aracaju - SE",414,4,5,"
                  3
                ","
                            R$ 1.350.000
                    "
"Rua José Alves Pinto Sobrinho, 0 - Mosqueiro, Aracaju - SE",110,2,2,"
                  7
                ","
                            R$ 180.000
                    "
"Rua Odilon Gonçalves da Silveira, 345 - Aruana, Aracaju - SE",300,3,4,"
                  2
                ","
                            R$ 798.900
                    "
"Avenida Mamede Paes Mendonça, 0 - Centro, Aracaju - SE",150,2,1,"
                  1
                ","
                            R$ 200.000
                    "
"Rua Barra dos Coqueiros, 85 - Novo Paraíso, Aracaju - SE",97,3,3,"
                  1
                ","
                            R$ 200.000
                    "
"São Conrado, Aracaju - SE",85,3,2,"
                  2
                ","
                            R$ 300.000
                    "
"Rodovia Ecologista Chico Mendes - Zona de Expansao Areia Branca, Aracaju - SE",500,2,2,"
                  4
                ","
                            R$ 1.600.175
                    "
"Rua José Deodoro Santos, 1 - Luzia, Aracaju - SE",10,3,1,"
                  --
                ","
                            R$ 350.000
                    "
"Rua João Carvalho de Aragão, 319 - Atalaia, Aracaju - SE",200,4,4,"
                  5
                ","
                            R$ 630.000
                    "
"Rua Euclides Góis, 1382 - Coroa do Meio, Aracaju - SE",510,3,3,"
                  6
                ","
                            R$ 850.000
                    "
"Avenida Melício Machado - Aeroporto, Aracaju - SE",320,5,5,"
                  2
                ","
                            R$ 680.059
                    "
Barra dos Coqueiros - SE,103,3,1,"
                  --
                ","
                            R$ 310.075
                    "
"Rua José Pereira de Oliveira, 376 - América, Aracaju - SE",86,2,2,"
                  --
                ","
                            R$ 135.000
                    "
"Rodovia dos Náufragos, 8750 - Zona de Expansao Robalo, Aracaju - SE",320,5,7,"
                  4
                ","
                            R$ 1.300.000
                    "
"Rua Divina Pastora, 0000 - Centro, Aracaju - SE",165,3,2,"
                  2
                ","
                            R$ 280.000
                    "
"Rua Oscar Valois Galvão, 82 - Grageru, Aracaju - SE",180,4,4,"
                  1
                ","
                            R$ 470.000
                    "
"Rua H, 121 - Aruana, Aracaju - SE",220,3,2,"
                  3
                ","
                            R$ 550.000
                    "
"Rua das Dunas, 76 - Aeroporto, Aracaju - SE",200,3,2,"
                  1
                ","
                            R$ 350.000
                    "
"Rua Joana dos Santos Aragão, 50 - Farolândia, Aracaju - SE",300,4,5,"
                  2
                ","
                            R$ 750.000
                    "
"Aeroporto, Aracaju - SE",150,3,3,"
                  2
                ","
                            R$ 420.000
                    "
"Rua dos Cocos, 1 - Aeroporto, Aracaju - SE",176,5,1,"
                  1
                ","
                            R$ 400.000
                    "
"Avenida Augusto Franco, 3500 - Ponto Novo, Aracaju - SE",204,4,5,"
                  3
                ","
                            R$ 799.000
                    "
"Rua Maria Cécilia dos Santos, 372 - Farolândia, Aracaju - SE",162,2,1,"
                  --
                ","
                            R$ 250.000
                    "
"Rua C, 30 - Soledade, Aracaju - SE",126,3,2,"
                  1
                ","
                            R$ 139.000
                    "
"Rua Maruim - Centro, Aracaju - SE",330,2,5,"
                  --
                ","
                            R$ 680.112
                    "
"Rua Maria de Lourdes Souza Santos, 10 - Cidade Nova, Aracaju - SE",45,2,1,"
                  --
                ","
                            R$ 70.000
                    "
"Rua Oswaldo Garavini, 72 - Jabotiana, Aracaju - SE",160,3,4,"
                  2
                ","
                            R$ 500.000
                    "
"Rua Ecologista Chico Mendes, 18 - Farolândia, Aracaju - SE",360,5,4,"
                  2
                ","
                            R$ 840.000
                    "
"Rua José de Souza Batista, 601 - Matapoã, Aracaju - SE",154,2,2,"
                  4
                ","
                            R$ 330.000
                    "
"Avenida Doutor José Calumby, 1003 - Suíssa, Aracaju - SE",218,5,4,"
                  2
                ","
                            R$ 480.000
                    "
"Avenida Fábio José Cardoso Ramos - Aeroporto, Aracaju - SE",230,4,4,"
                  2
                ","
                            R$ 500.123
                    "
"Rua Sergipe, 38 - Siqueira Campos, Aracaju - SE",162,3,2,"
                  2
                ","
                            R$ 280.000
                    "
"Travessa Sálvio Oliveira, 94 - Suíssa, Aracaju - SE",380,5,4,"
                  3
                ","
                            R$ 1.100.000
                    "
Itaporanga D'Ajuda - SE,100,3,2,"
                  5
                ","
                            R$ 250.012
                    "
"Rua José Augusto dos Santos, 1000 - Farolândia, Aracaju - SE",162,5,5,"
                  2
                ","
                            R$ 600.000
                    "
"Atalaia, Aracaju - SE",1500,6,2,"
                  6
                ","
                            R$ 2.600.000
                    "
"Aeroporto, Aracaju - SE",99,2,2,"
                  1
                ","
                            R$ 280.000
                    "
"Avenida José Vicente de Almeida, 150 - Aruana, Aracaju - SE",369,5,4,"
                  2
                ","
                            R$ 1.500.000
                    "
"Rua Maruim - Centro, Aracaju - SE",330,2,5,"
                  --
                ","
                            R$ 680.049
                    "
"Rua Ariosvaldo Menezes Santos, 10 - Aruana, Aracaju - SE",180,3,3,"
                  3
                ","
                            R$ 199.000
                    "
"Rua João Soares Nascimento, 220 - Ponto Novo, Aracaju - SE",250,5,4,"
                  2
                ","
                            R$ 420.000
                    "
"Suíssa, Aracaju - SE",250,4,1,"
                  1
                ","
                            R$ 540.000
                    "
"Rodovia dos Náufragos - Matapoã, Aracaju - SE",280,4,4,"
                  2
                ","
                            R$ 680.181
                    "
"Rua Lino Bispo Maia - Mosqueiro, Aracaju - SE",130,4,2,"
                  2
                ","
                            R$ 150.185
                    "
"Rua Seis - Soledade, Aracaju - SE",100,3,3,"
                  1
                ","
                            R$ 250.112
                    "
"Rodovia dos Náufragos, 1590 - Aruana, Aracaju - SE",500,4,5,"
                  2
                ","
                            R$ 2.225.000
                    "
"Aruana, Aracaju - SE",180,3,2,"
                  2
                ","
                            R$ 370.024
                    "
"Rua Tenente Wendel Quaranta dos Santos - Suíssa, Aracaju - SE",110,2,1,"
                  --
                ","
                            R$ 165.000
                    "
"Atalaia, Aracaju - SE",400,4,3,"
                  3
                ","
                            R$ 780.000
                    "
"Rua Deputado Zeca Pereira, 68 - Grageru, Aracaju - SE",120,3,3,"
                  2
                ","
                            R$ 600.000
                    "
"Rua Tenente Wilson Pereira dos Santos - Jabotiana, Aracaju - SE",85,2,1,"
                  2
                ","
                            R$ 220.040
                    "
"Rua Waldemar Silva Carvalho, 72 - Coroa do Meio, Aracaju - SE",485,4,4,"
                  5
                ","
                            R$ 1.380.000
                    "
"Rodovia dos Náufragos, 10 - Robalo, Aracaju - SE",382,4,4,"
                  10
                ","
                            R$ 1.190.000
                    "
"Santa Maria, Aracaju - SE",47,2,1,"
                  1
                ","
                            R$ 80.000
                    "
"Avenida Inácio Barbosa, 755 - Mosqueiro, Aracaju - SE",170,3,4,"
                  2
                ","
                            R$ 645.000
                    "
"Bugio, Aracaju - SE",225,3,2,"
                  1
                ","
                            R$ 180.000
                    "
"Rua das Dunas, 00 - Aeroporto, Aracaju - SE",190,4,3,"
                  4
                ","
                            R$ 360.000
                    "
"Rua Francisco Portugal, 491 - Salgado Filho, Aracaju - SE",300,5,6,"
                  2
                ","
                            R$ 800.000
                    "
"Avenida Lions Club, 288 - Atalaia, Aracaju - SE",270,4,3,"
                  5
                ","
                            R$ 940.000
                    "
"Avenida Ângela Maria Santana Ribeiro, 1 - Inácio Barbosa, Aracaju - SE",200,3,1,"
                  1
                ","
                            R$ 330.000
                    "
"Aruana, Aracaju - SE",200,4,4,"
                  2
                ","
                            R$ 490.029
                    "
"Rua Arnaldo Dantas, 308 - Santo Antônio, Aracaju - SE",120,2,2,"
                  1
                ","
                            R$ 195.000
                    "
